Category,Level,Iteration,Configuration,Good Proposals,Bad Proposals,Max Attempts
1_ball,00009,01,lower_space_iterations,5,5,578
1_ball,00009,01,lower_time_scale,5,5,1945
1_ball,00009,01,lower_friction,5,5,613
1_ball,00009,01,higher_friction,5,5,9679
1_ball,00009,01,lower_gravity,5,5,410
1_ball,00009,01,higher_space_iterations,5,5,917
1_ball,00009,01,lower_elasticity,5,5,983
1_ball,00009,01,default,5,5,1466
1_ball,00009,02,lower_density,5,5,977
1_ball,00009,02,higher_gravity,5,5,367
1_ball,00009,02,higher_density,5,5,472
1_ball,00009,02,higher_time_scale,5,5,586
1_ball,00009,02,higher_elasticity,5,5,887
1_ball,00009,02,lower_space_iterations,5,5,1541
1_ball,00009,02,lower_time_scale,5,5,920
1_ball,00009,02,lower_friction,5,5,1221
1_ball,00009,02,higher_friction,5,5,5199
1_ball,00009,02,lower_gravity,5,5,1249
1_ball,00009,02,higher_space_iterations,5,5,528
1_ball,00009,02,lower_elasticity,5,5,629
1_ball,00009,02,default,5,5,246
1_ball,00009,03,lower_density,5,5,1490
1_ball,00009,03,higher_gravity,5,5,521
1_ball,00009,03,higher_density,5,5,319
1_ball,00009,03,higher_time_scale,5,5,557
1_ball,00009,03,higher_elasticity,5,5,1016
1_ball,00009,03,lower_space_iterations,5,5,683
1_ball,00009,03,lower_time_scale,5,5,1395
1_ball,00009,03,lower_friction,5,5,591
1_ball,00009,03,higher_friction,5,5,4293
1_ball,00009,03,lower_gravity,5,5,1014
1_ball,00009,03,higher_space_iterations,5,5,131
1_ball,00009,03,lower_elasticity,5,5,806
1_ball,00009,03,default,5,5,525
1_ball,00009,04,lower_density,5,5,1880
1_ball,00009,04,higher_gravity,5,5,921
1_ball,00009,04,higher_density,5,5,2683
1_ball,00009,04,higher_time_scale,5,5,1396
1_ball,00009,04,higher_elasticity,5,5,2392
1_ball,00009,04,lower_space_iterations,5,5,1630
1_ball,00009,04,lower_time_scale,5,5,1081
1_ball,00009,04,lower_friction,5,5,1797
1_ball,00009,04,higher_friction,4,5,9498
1_ball,00009,04,lower_gravity,5,5,2106
1_ball,00009,04,higher_space_iterations,5,5,1296
1_ball,00009,04,lower_elasticity,5,5,1295
1_ball,00009,04,default,5,5,1581
1_ball,00010,00,lower_density,5,5,2634
1_ball,00010,00,higher_gravity,5,5,3289
1_ball,00010,00,higher_density,5,5,5345
1_ball,00010,00,higher_time_scale,5,5,8616
1_ball,00010,00,higher_elasticity,5,5,3813
1_ball,00010,00,lower_space_iterations,0,5,4
1_ball,00010,00,lower_time_scale,5,5,4388
1_ball,00010,00,lower_friction,0,5,4
1_ball,00010,00,higher_friction,5,5,340
1_ball,00010,00,lower_gravity,5,5,3377
1_ball,00010,00,higher_space_iterations,5,5,1693
1_ball,00010,00,lower_elasticity,0,5,4
1_ball,00010,00,default,5,5,6980
1_ball,00010,01,lower_density,5,5,330
1_ball,00010,01,higher_gravity,5,5,457
1_ball,00010,01,higher_density,5,5,194
1_ball,00010,01,higher_time_scale,5,5,429
1_ball,00010,01,higher_elasticity,5,5,706
1_ball,00010,01,lower_space_iterations,5,5,347
1_ball,00010,01,lower_time_scale,5,5,508
1_ball,00010,01,lower_friction,5,5,294
1_ball,00010,01,higher_friction,5,5,124
1_ball,00010,01,lower_gravity,5,5,464
1_ball,00010,01,higher_space_iterations,5,5,201
1_ball,00010,01,lower_elasticity,5,5,560
1_ball,00010,01,default,5,5,164
1_ball,00010,02,lower_density,5,5,3171
1_ball,00010,02,higher_gravity,5,5,2508
1_ball,00010,02,higher_density,5,5,2308
1_ball,00010,02,higher_time_scale,5,5,1629
1_ball,00010,02,higher_elasticity,5,5,212
1_ball,00010,02,lower_space_iterations,5,5,2948
1_ball,00010,02,lower_time_scale,5,5,3034
1_ball,00010,02,lower_friction,5,5,2083
1_ball,00010,02,higher_friction,5,5,1348
1_ball,00010,02,lower_gravity,5,5,4527
1_ball,00010,02,higher_space_iterations,5,5,2922
1_ball,00010,02,lower_elasticity,5,5,2239
1_ball,00010,02,default,5,5,1892
1_ball,00010,03,lower_density,5,5,201
1_ball,00010,03,higher_gravity,5,5,74
1_ball,00010,03,higher_density,5,5,109
1_ball,00010,03,higher_time_scale,5,5,81
1_ball,00010,03,higher_elasticity,5,5,103
1_ball,00010,03,lower_space_iterations,5,5,70
1_ball,00010,03,lower_time_scale,5,5,62
1_ball,00010,03,lower_friction,5,5,72
1_ball,00010,03,higher_friction,5,5,43
1_ball,00010,03,lower_gravity,5,5,123
1_ball,00010,03,higher_space_iterations,5,5,267
1_ball,00010,03,lower_elasticity,5,5,39
1_ball,00010,03,default,5,5,93
1_ball,00010,04,lower_density,5,5,424
1_ball,00010,04,higher_gravity,5,5,480
1_ball,00010,04,higher_density,5,5,326
1_ball,00010,04,higher_time_scale,5,5,222
1_ball,00010,04,higher_elasticity,5,5,218
1_ball,00010,04,lower_space_iterations,5,5,1745
1_ball,00010,04,lower_time_scale,5,5,455
1_ball,00010,04,lower_friction,5,5,281
1_ball,00010,04,higher_friction,5,5,842
1_ball,00010,04,lower_gravity,5,5,255
1_ball,00010,04,higher_space_iterations,5,5,383
1_ball,00010,04,lower_elasticity,5,5,1670
1_ball,00010,04,default,5,5,351
1_ball,00011,00,lower_density,1,5,4955
1_ball,00011,00,higher_gravity,0,5,4
1_ball,00011,00,higher_density,1,5,8200
1_ball,00011,00,higher_time_scale,1,5,1288
1_ball,00011,00,higher_elasticity,5,5,5644
1_ball,00011,00,lower_space_iterations,0,5,4
1_ball,00011,00,lower_time_scale,0,5,4
1_ball,00011,00,lower_friction,1,5,6512
1_ball,00011,00,higher_friction,3,5,6692
1_ball,00011,00,lower_gravity,0,5,4
1_ball,00011,00,higher_space_iterations,0,5,4
1_ball,00011,00,lower_elasticity,0,5,4
1_ball,00011,00,default,2,5,4043
1_ball,00011,01,lower_density,2,5,7263
1_ball,00011,01,higher_gravity,1,5,8255
1_ball,00011,01,higher_density,0,5,4
1_ball,00011,01,higher_time_scale,0,5,4
1_ball,00011,01,higher_elasticity,5,5,6689
1_ball,00011,01,lower_space_iterations,1,5,6473
1_ball,00011,01,lower_time_scale,2,5,9828
1_ball,00011,01,lower_friction,0,5,4
1_ball,00011,01,higher_friction,4,5,8744
1_ball,00011,01,lower_gravity,2,5,9422
1_ball,00011,01,higher_space_iterations,0,5,4
1_ball,00011,01,lower_elasticity,0,5,4
1_ball,00011,01,default,0,5,4
1_ball,00011,02,lower_density,0,5,4
1_ball,00011,02,higher_gravity,0,5,4
1_ball,00011,02,higher_density,5,5,8383
1_ball,00011,02,higher_time_scale,2,5,3457
1_ball,00011,02,higher_elasticity,2,5,7530
1_ball,00011,02,lower_space_iterations,2,5,2492
1_ball,00011,02,lower_time_scale,2,5,9592
1_ball,00011,02,lower_friction,3,5,4809
1_ball,00011,02,higher_friction,2,5,7799
1_ball,00011,02,lower_gravity,2,5,7662
1_ball,00011,02,higher_space_iterations,0,5,4
1_ball,00011,02,lower_elasticity,1,5,4356
1_ball,00011,02,default,2,5,1323
1_ball,00011,03,higher_density,3,5,7968
1_ball,00011,03,higher_elasticity,0,5,4
1_ball,00011,04,higher_elasticity,1,5,9587
1_ball,00012,00,lower_density,5,5,72
1_ball,00012,00,higher_gravity,5,5,47
1_ball,00012,00,higher_density,5,5,52
1_ball,00012,00,higher_time_scale,5,5,28
1_ball,00012,00,higher_elasticity,5,5,155
1_ball,00012,00,lower_space_iterations,5,5,86
1_ball,00012,00,lower_time_scale,5,5,99
1_ball,00012,00,lower_friction,5,5,70
1_ball,00012,00,higher_friction,5,5,71
1_ball,00012,00,lower_gravity,5,5,107
1_ball,00012,00,higher_space_iterations,5,5,47
1_ball,00012,00,lower_elasticity,5,5,82
1_ball,00012,00,default,5,5,56
1_ball,00012,01,lower_density,5,5,178
1_ball,00012,01,higher_gravity,5,5,101
1_ball,00012,01,higher_density,5,5,242
1_ball,00012,01,higher_time_scale,5,5,104
1_ball,00012,01,higher_elasticity,5,5,240
1_ball,00012,01,lower_space_iterations,5,5,232
1_ball,00012,01,lower_time_scale,5,5,190
1_ball,00012,01,lower_friction,5,5,500
1_ball,00012,01,higher_friction,5,5,202
1_ball,00012,01,lower_gravity,5,5,246
1_ball,00012,01,higher_space_iterations,5,5,246
1_ball,00012,01,lower_elasticity,5,5,104
1_ball,00012,01,default,5,5,105
1_ball,00012,02,lower_density,5,5,588
1_ball,00012,02,higher_gravity,5,5,2628
1_ball,00012,02,higher_density,5,5,253
1_ball,00012,02,higher_time_scale,5,5,2800
1_ball,00012,02,higher_elasticity,5,5,313
1_ball,00012,02,lower_space_iterations,5,5,458
1_ball,00012,02,lower_time_scale,5,5,612
1_ball,00012,02,lower_friction,5,5,79
1_ball,00012,02,higher_friction,5,5,186
1_ball,00012,02,lower_gravity,5,5,471
1_ball,00012,02,higher_space_iterations,5,5,276
1_ball,00012,02,lower_elasticity,5,5,101
1_ball,00012,02,default,5,5,505
1_ball,00012,03,lower_density,5,5,169
1_ball,00012,03,higher_gravity,5,5,259
1_ball,00012,03,higher_density,5,5,677
1_ball,00012,03,higher_time_scale,5,5,222
1_ball,00012,03,higher_elasticity,5,5,28
1_ball,00012,03,lower_space_iterations,5,5,317
1_ball,00012,03,lower_time_scale,5,5,235
1_ball,00012,03,lower_friction,5,5,227
1_ball,00012,03,higher_friction,5,5,521
1_ball,00012,03,lower_gravity,5,5,164
1_ball,00012,03,higher_space_iterations,5,5,180
1_ball,00012,03,lower_elasticity,5,5,532
1_ball,00012,03,default,5,5,165
1_ball,00012,04,lower_density,5,5,8780
1_ball,00012,04,higher_gravity,3,5,9697
1_ball,00012,04,higher_density,3,5,7471
1_ball,00012,04,higher_time_scale,5,5,6581
1_ball,00012,04,higher_elasticity,5,5,61
1_ball,00012,04,lower_space_iterations,4,5,8400
1_ball,00012,04,lower_time_scale,5,5,2841
1_ball,00012,04,lower_friction,3,5,5859
1_ball,00012,04,higher_friction,5,5,8162
1_ball,00012,04,lower_gravity,3,5,9777
1_ball,00012,04,higher_space_iterations,5,5,8779
1_ball,00012,04,lower_elasticity,5,5,6832
1_ball,00012,04,default,3,5,9578
1_ball,00013,00,lower_density,0,5,4
1_ball,00013,00,higher_gravity,0,5,4
1_ball,00013,00,higher_density,0,5,4
1_ball,00013,00,higher_time_scale,0,5,4
1_ball,00013,00,higher_elasticity,5,5,7797
1_ball,00013,00,lower_space_iterations,0,5,4
1_ball,00013,00,lower_time_scale,0,5,4
1_ball,00013,00,lower_friction,0,5,4
1_ball,00013,00,higher_friction,0,5,4
1_ball,00013,00,lower_gravity,0,5,4
1_ball,00013,00,higher_space_iterations,0,5,4
1_ball,00013,00,lower_elasticity,0,5,4
1_ball,00013,00,default,0,5,4
1_ball,00013,01,lower_density,5,5,1063
1_ball,00013,01,higher_gravity,5,5,772
1_ball,00013,01,higher_density,5,5,1501
1_ball,00013,01,higher_time_scale,5,5,381
1_ball,00013,01,higher_elasticity,5,5,789
1_ball,00013,01,lower_space_iterations,5,5,605
1_ball,00013,01,lower_time_scale,5,5,330
1_ball,00013,01,lower_friction,5,5,760
1_ball,00013,01,higher_friction,5,5,492
1_ball,00013,01,lower_gravity,5,5,1582
1_ball,00013,01,higher_space_iterations,5,5,1569
1_ball,00013,01,lower_elasticity,5,5,1252
1_ball,00013,01,default,5,5,774
1_ball,00013,02,lower_density,5,5,8026
1_ball,00013,02,higher_gravity,5,5,9341
1_ball,00013,02,higher_density,5,5,7220
1_ball,00013,02,higher_time_scale,5,5,4302
1_ball,00013,02,higher_elasticity,5,5,5146
1_ball,00013,02,lower_space_iterations,5,5,3478
1_ball,00013,02,lower_time_scale,5,5,5600
1_ball,00013,02,lower_friction,0,5,4
1_ball,00013,02,higher_friction,5,5,3712
1_ball,00013,02,lower_gravity,5,5,5918
1_ball,00013,02,higher_space_iterations,5,5,7135
1_ball,00013,02,lower_elasticity,0,5,4
1_ball,00013,02,default,5,5,6030
1_ball,00013,03,lower_density,5,5,20
1_ball,00013,03,higher_gravity,5,5,205
1_ball,00013,03,higher_density,5,5,128
1_ball,00013,03,higher_time_scale,5,5,107
1_ball,00013,03,higher_elasticity,5,5,177
1_ball,00013,03,lower_space_iterations,5,5,74
1_ball,00013,03,lower_time_scale,5,5,189
1_ball,00013,03,lower_friction,5,5,101
1_ball,00013,03,higher_friction,5,5,99
1_ball,00013,03,lower_gravity,5,5,114
1_ball,00013,03,higher_space_iterations,5,5,156
1_ball,00013,03,lower_elasticity,5,5,59
1_ball,00013,03,default,5,5,95
1_ball,00013,04,lower_density,0,5,4
1_ball,00013,04,higher_gravity,0,5,4
1_ball,00013,04,higher_density,0,5,4
1_ball,00013,04,higher_time_scale,0,5,4
1_ball,00013,04,higher_elasticity,0,5,4
1_ball,00013,04,lower_space_iterations,0,5,4
1_ball,00013,04,lower_time_scale,0,5,4
1_ball,00013,04,lower_friction,0,5,4
1_ball,00013,04,higher_friction,0,5,4
1_ball,00013,04,lower_gravity,0,5,4
1_ball,00013,04,higher_space_iterations,0,5,4
1_ball,00013,04,lower_elasticity,0,5,4
1_ball,00013,04,default,0,5,4
1_ball,00014,00,lower_density,5,5,4412
1_ball,00014,00,higher_gravity,5,5,2669
1_ball,00014,00,higher_density,5,5,3994
1_ball,00014,00,higher_time_scale,5,5,2626
1_ball,00014,00,higher_elasticity,5,5,1693
1_ball,00014,00,lower_space_iterations,5,5,2916
1_ball,00014,00,lower_time_scale,5,5,1697
1_ball,00014,00,lower_friction,5,5,5195
1_ball,00014,00,higher_friction,5,5,4416
1_ball,00014,00,lower_gravity,5,5,2933
1_ball,00014,00,higher_space_iterations,5,5,4500
1_ball,00014,00,lower_elasticity,4,5,9463
1_ball,00014,00,default,5,5,4114
1_ball,00014,01,lower_density,5,5,4074
1_ball,00014,01,higher_gravity,5,5,4278
1_ball,00014,01,higher_density,5,5,893
1_ball,00014,01,higher_time_scale,5,5,1582
1_ball,00014,01,higher_elasticity,5,5,846
1_ball,00014,01,lower_space_iterations,5,5,3088
1_ball,00014,01,lower_time_scale,5,5,2901
1_ball,00014,01,lower_friction,5,5,978
1_ball,00014,01,higher_friction,5,5,1791
1_ball,00014,01,lower_gravity,5,5,3054
1_ball,00014,01,higher_space_iterations,5,5,2619
1_ball,00014,01,lower_elasticity,5,5,2655
1_ball,00014,01,default,5,5,3658
1_ball,00014,02,lower_density,5,5,2473
1_ball,00014,02,higher_gravity,5,5,4561
1_ball,00014,02,higher_density,5,5,8995
1_ball,00014,02,higher_time_scale,5,5,5158
1_ball,00014,02,higher_elasticity,5,5,613
1_ball,00014,02,lower_space_iterations,5,5,6846
1_ball,00014,02,lower_time_scale,5,5,2937
1_ball,00014,02,lower_friction,5,5,2704
1_ball,00014,02,higher_friction,5,5,7442
1_ball,00014,02,lower_gravity,3,5,6857
1_ball,00014,02,higher_space_iterations,5,5,3204
1_ball,00014,02,lower_elasticity,5,5,3522
1_ball,00014,02,default,5,5,6404
1_ball,00014,03,lower_density,5,5,286
1_ball,00014,03,higher_gravity,5,5,167
1_ball,00014,03,higher_density,5,5,123
1_ball,00014,03,higher_time_scale,5,5,196
1_ball,00014,03,higher_elasticity,5,5,140
1_ball,00014,03,lower_space_iterations,5,5,108
1_ball,00014,03,lower_time_scale,5,5,61
1_ball,00014,03,lower_friction,5,5,199
1_ball,00014,03,higher_friction,5,5,126
1_ball,00014,03,lower_gravity,5,5,171
1_ball,00014,03,higher_space_iterations,5,5,217
1_ball,00014,03,lower_elasticity,5,5,291
1_ball,00014,03,default,5,5,204
1_ball,00014,04,lower_density,5,5,4547
1_ball,00014,04,higher_gravity,5,5,7167
1_ball,00014,04,higher_density,5,5,9520
1_ball,00014,04,higher_time_scale,5,5,5428
1_ball,00014,04,higher_elasticity,5,5,4135
1_ball,00014,04,lower_space_iterations,5,5,6634
1_ball,00014,04,lower_time_scale,1,5,2265
1_ball,00014,04,lower_friction,3,5,9917
1_ball,00014,04,higher_friction,5,5,2435
1_ball,00014,04,lower_gravity,5,5,8264
1_ball,00014,04,higher_space_iterations,5,5,4429
1_ball,00014,04,lower_elasticity,4,5,8697
1_ball,00014,04,default,1,5,7260
1_ball,00015,00,lower_density,5,5,201
1_ball,00015,00,higher_gravity,5,5,122
1_ball,00015,00,higher_density,5,5,56
1_ball,00015,00,higher_time_scale,5,5,98
1_ball,00015,00,higher_elasticity,5,5,121
1_ball,00015,00,lower_space_iterations,5,5,163
1_ball,00015,00,lower_time_scale,5,5,212
1_ball,00015,00,lower_friction,5,5,48
1_ball,00015,00,higher_friction,5,5,1649
1_ball,00015,00,lower_gravity,5,5,119
1_ball,00015,00,higher_space_iterations,5,5,258
1_ball,00015,00,lower_elasticity,5,5,236
1_ball,00015,00,default,5,5,150
1_ball,00015,01,lower_density,5,5,86
1_ball,00015,01,higher_gravity,5,5,85
1_ball,00015,01,higher_density,5,5,147
1_ball,00015,01,higher_time_scale,5,5,134
1_ball,00015,01,higher_elasticity,5,5,87
1_ball,00015,01,lower_space_iterations,5,5,42
1_ball,00015,01,lower_time_scale,5,5,107
1_ball,00015,01,lower_friction,5,5,47
1_ball,00015,01,higher_friction,5,5,676
1_ball,00015,01,lower_gravity,5,5,76
1_ball,00015,01,higher_space_iterations,5,5,116
1_ball,00015,01,lower_elasticity,5,5,143
1_ball,00015,01,default,5,5,120
1_ball,00015,02,lower_density,5,5,115
1_ball,00015,02,higher_gravity,5,5,170
1_ball,00015,02,higher_density,5,5,143
1_ball,00015,02,higher_time_scale,5,5,173
1_ball,00015,02,higher_elasticity,5,5,104
1_ball,00015,02,lower_space_iterations,5,5,129
1_ball,00015,02,lower_time_scale,5,5,143
1_ball,00015,02,lower_friction,5,5,136
1_ball,00015,02,higher_friction,5,5,1968
1_ball,00015,02,lower_gravity,5,5,130
1_ball,00015,02,higher_space_iterations,5,5,147
1_ball,00015,02,lower_elasticity,5,5,259
1_ball,00015,02,default,5,5,120
1_ball,00015,03,lower_density,5,5,118
1_ball,00015,03,higher_gravity,5,5,181
1_ball,00015,03,higher_density,5,5,297
1_ball,00015,03,higher_time_scale,5,5,118
1_ball,00015,03,higher_elasticity,5,5,212
1_ball,00015,03,lower_space_iterations,5,5,267
1_ball,00015,03,lower_time_scale,5,5,157
1_ball,00015,03,lower_friction,5,5,107
1_ball,00015,03,higher_friction,5,5,3144
1_ball,00015,03,lower_gravity,5,5,165
1_ball,00015,03,higher_space_iterations,5,5,176
1_ball,00015,03,lower_elasticity,5,5,336
1_ball,00015,03,default,5,5,112
1_ball,00015,04,lower_density,5,5,116
1_ball,00015,04,higher_gravity,5,5,98
1_ball,00015,04,higher_density,5,5,196
1_ball,00015,04,higher_time_scale,5,5,87
1_ball,00015,04,higher_elasticity,5,5,108
1_ball,00015,04,lower_space_iterations,5,5,78
1_ball,00015,04,lower_time_scale,5,5,161
1_ball,00015,04,lower_friction,5,5,31
1_ball,00015,04,higher_friction,5,5,3688
1_ball,00015,04,lower_gravity,5,5,266
1_ball,00015,04,higher_space_iterations,5,5,331
1_ball,00015,04,lower_elasticity,5,5,329
1_ball,00015,04,default,5,5,154
1_ball,00016,00,lower_density,0,5,4
1_ball,00016,00,higher_gravity,0,5,4
1_ball,00016,00,higher_density,0,5,4
1_ball,00016,00,higher_time_scale,0,5,4
1_ball,00016,00,higher_elasticity,1,5,397
1_ball,00016,00,lower_space_iterations,0,5,4
1_ball,00016,00,lower_time_scale,0,5,4
1_ball,00016,00,lower_friction,1,5,3186
1_ball,00016,00,higher_friction,0,5,4
1_ball,00016,00,lower_gravity,0,5,4
1_ball,00016,00,higher_space_iterations,0,5,4
1_ball,00016,00,lower_elasticity,0,5,4
1_ball,00016,00,default,0,5,4
1_ball,00016,01,lower_density,0,5,4
1_ball,00016,01,higher_gravity,0,5,4
1_ball,00016,01,higher_density,0,5,4
1_ball,00016,01,higher_time_scale,0,5,4
1_ball,00016,01,higher_elasticity,0,5,4
1_ball,00016,01,lower_space_iterations,0,5,4
1_ball,00016,01,lower_time_scale,0,5,4
1_ball,00016,01,lower_friction,0,5,4
1_ball,00016,01,higher_friction,0,5,4
1_ball,00016,01,lower_gravity,0,5,4
1_ball,00016,01,higher_space_iterations,0,5,4
1_ball,00016,01,lower_elasticity,0,5,4
1_ball,00016,01,default,0,5,4
1_ball,00016,02,lower_density,0,5,4
1_ball,00016,02,higher_gravity,0,5,4
1_ball,00016,02,higher_density,0,5,4
1_ball,00016,02,higher_time_scale,0,5,4
1_ball,00016,02,higher_elasticity,0,5,4
1_ball,00016,02,lower_space_iterations,0,5,4
1_ball,00016,02,lower_time_scale,0,5,4
1_ball,00016,02,lower_friction,0,5,4
1_ball,00016,02,higher_friction,0,5,4
1_ball,00016,02,lower_gravity,0,5,4
1_ball,00016,02,higher_space_iterations,0,5,4
1_ball,00016,02,lower_elasticity,0,5,4
1_ball,00016,02,default,0,5,4
1_ball,00017,00,lower_density,5,5,427
1_ball,00017,00,higher_gravity,5,5,257
1_ball,00017,00,higher_density,5,5,254
1_ball,00017,00,higher_time_scale,5,5,285
1_ball,00017,00,higher_elasticity,5,5,157
1_ball,00017,00,lower_space_iterations,5,5,380
1_ball,00017,00,lower_time_scale,5,5,464
1_ball,00017,00,lower_friction,5,5,135
1_ball,00017,00,higher_friction,5,5,214
1_ball,00017,00,lower_gravity,5,5,149
1_ball,00017,00,higher_space_iterations,5,5,390
1_ball,00017,00,lower_elasticity,5,5,609
1_ball,00017,00,default,5,5,554
1_ball,00017,01,lower_density,5,4,8229
1_ball,00017,01,higher_gravity,5,3,3827
1_ball,00017,01,higher_density,5,0,4
1_ball,00017,01,higher_time_scale,5,2,3334
1_ball,00017,01,higher_elasticity,5,1,2351
1_ball,00017,01,lower_space_iterations,5,4,8132
1_ball,00017,01,lower_time_scale,5,1,1965
1_ball,00017,01,lower_friction,5,0,4
1_ball,00017,01,higher_friction,5,5,182
1_ball,00017,01,lower_gravity,5,0,4
1_ball,00017,01,higher_space_iterations,5,5,54
1_ball,00017,01,lower_elasticity,5,1,8394
1_ball,00017,01,default,5,0,4
1_ball,00017,02,lower_density,5,5,3325
1_ball,00017,02,higher_gravity,5,5,2713
1_ball,00017,02,higher_density,5,5,1158
1_ball,00017,02,higher_time_scale,5,5,2780
1_ball,00017,02,higher_elasticity,5,5,1798
1_ball,00017,02,lower_space_iterations,5,5,1837
1_ball,00017,02,lower_time_scale,5,5,4930
1_ball,00017,02,lower_friction,5,5,962
1_ball,00017,02,higher_friction,5,5,521
1_ball,00017,02,lower_gravity,5,5,2664
1_ball,00017,02,higher_space_iterations,5,5,23
1_ball,00017,02,lower_elasticity,5,5,2233
1_ball,00017,02,default,5,5,2060
1_ball,00017,03,lower_density,5,5,755
1_ball,00017,03,higher_gravity,5,5,1640
1_ball,00017,03,higher_density,5,5,1347
1_ball,00017,03,higher_time_scale,5,5,1304
1_ball,00017,03,higher_elasticity,5,5,278
1_ball,00017,03,lower_space_iterations,5,5,1693
1_ball,00017,03,lower_time_scale,5,5,1022
1_ball,00017,03,lower_friction,5,5,152
1_ball,00017,03,higher_friction,5,5,216
1_ball,00017,03,lower_gravity,5,5,1429
1_ball,00017,03,higher_space_iterations,5,5,304
1_ball,00017,03,lower_elasticity,5,5,2781
1_ball,00017,03,default,5,5,1163
1_ball,00017,04,lower_density,5,5,50
1_ball,00017,04,higher_gravity,5,5,194
1_ball,00017,04,higher_density,5,5,68
1_ball,00017,04,higher_time_scale,5,5,128
1_ball,00017,04,higher_elasticity,5,5,54
1_ball,00017,04,lower_space_iterations,5,5,68
1_ball,00017,04,lower_time_scale,5,5,21
1_ball,00017,04,lower_friction,5,5,286
1_ball,00017,04,higher_friction,5,5,100
1_ball,00017,04,lower_gravity,5,5,83
1_ball,00017,04,higher_space_iterations,5,5,52
1_ball,00017,04,lower_elasticity,5,5,151
1_ball,00017,04,default,5,5,116
1_ball,00018,00,lower_density,1,5,2884
1_ball,00018,00,higher_gravity,0,5,4
1_ball,00018,00,higher_density,0,5,4
1_ball,00018,00,higher_time_scale,0,5,4
1_ball,00018,00,higher_elasticity,0,5,4
1_ball,00018,00,lower_space_iterations,0,5,4
1_ball,00018,00,lower_time_scale,0,5,4
1_ball,00018,00,lower_friction,1,5,5250
1_ball,00018,00,higher_friction,1,5,5125
1_ball,00018,00,lower_gravity,0,5,4
1_ball,00018,00,higher_space_iterations,1,5,6052
1_ball,00018,00,lower_elasticity,0,5,4
1_ball,00018,00,default,0,5,4
1_ball,00018,01,lower_density,1,5,8160
1_ball,00018,01,higher_gravity,0,5,4
1_ball,00018,01,higher_density,0,5,4
1_ball,00018,01,higher_time_scale,2,5,6376
1_ball,00018,01,higher_elasticity,0,5,4
1_ball,00018,01,lower_space_iterations,2,5,7757
1_ball,00018,01,lower_time_scale,0,5,4
1_ball,00018,01,lower_friction,5,5,4013
1_ball,00018,01,higher_friction,1,5,4625
1_ball,00018,01,lower_gravity,0,5,4
1_ball,00018,01,higher_space_iterations,0,5,4
1_ball,00018,01,lower_elasticity,0,5,4
1_ball,00018,01,default,0,5,4
1_ball,00018,02,lower_density,0,5,4
1_ball,00018,02,higher_gravity,0,5,4
1_ball,00018,02,higher_density,0,5,4
1_ball,00018,02,higher_time_scale,0,5,4
1_ball,00018,02,higher_elasticity,2,5,9729
1_ball,00018,02,lower_space_iterations,0,5,4
1_ball,00018,02,lower_time_scale,0,5,4
1_ball,00018,02,lower_friction,2,5,1812
1_ball,00018,02,higher_friction,0,5,4
1_ball,00018,02,lower_gravity,0,5,4
1_ball,00018,02,higher_space_iterations,0,5,4
1_ball,00018,02,lower_elasticity,0,5,4
1_ball,00018,02,default,0,5,4
1_ball,00018,03,lower_friction,2,5,8138
1_ball,00019,00,lower_density,5,5,3167
1_ball,00019,00,higher_gravity,5,5,2850
1_ball,00019,00,higher_density,5,5,2406
1_ball,00019,00,higher_time_scale,5,5,1273
1_ball,00019,00,higher_elasticity,5,5,1034
1_ball,00019,00,lower_space_iterations,5,5,2368
1_ball,00019,00,lower_time_scale,5,5,4901
1_ball,00019,00,lower_friction,5,5,3749
1_ball,00019,00,higher_friction,5,5,3248
1_ball,00019,00,lower_gravity,5,5,7007
1_ball,00019,00,higher_space_iterations,5,5,2388
1_ball,00019,00,lower_elasticity,5,5,9451
1_ball,00019,00,default,5,5,4073
1_ball,00019,01,lower_density,5,5,1317
1_ball,00019,01,higher_gravity,5,5,1642
1_ball,00019,01,higher_density,5,5,1098
1_ball,00019,01,higher_time_scale,5,5,1192
1_ball,00019,01,higher_elasticity,5,5,95
1_ball,00019,01,lower_space_iterations,5,5,1331
1_ball,00019,01,lower_time_scale,5,5,1627
1_ball,00019,01,lower_friction,5,5,1237
1_ball,00019,01,higher_friction,5,5,790
1_ball,00019,01,lower_gravity,5,5,1466
1_ball,00019,01,higher_space_iterations,5,5,2747
1_ball,00019,01,lower_elasticity,5,5,2565
1_ball,00019,01,default,5,5,686
1_ball,00019,02,lower_density,2,5,4710
1_ball,00019,02,higher_gravity,5,5,7442
1_ball,00019,02,higher_density,3,5,5983
1_ball,00019,02,higher_time_scale,3,5,4690
1_ball,00019,02,higher_elasticity,5,5,1099
1_ball,00019,02,lower_space_iterations,5,5,9133
1_ball,00019,02,lower_time_scale,2,5,5437
1_ball,00019,02,lower_friction,5,5,8538
1_ball,00019,02,higher_friction,5,5,7468
1_ball,00019,02,lower_gravity,5,5,8862
1_ball,00019,02,higher_space_iterations,2,5,7736
1_ball,00019,02,lower_elasticity,0,5,4
1_ball,00019,02,default,2,5,3840
1_ball,00019,03,lower_density,5,5,1070
1_ball,00019,03,higher_gravity,5,5,2125
1_ball,00019,03,higher_density,5,5,2296
1_ball,00019,03,higher_time_scale,5,5,1777
1_ball,00019,03,higher_elasticity,5,5,677
